BBL,Borough,Block,Lot,CD,CT2010,CB2010,Address,BldgClass,Tract2010
1020730056,MN,2073,56,109,225,3000,542 WEST 142 STREET,C5,022500
1020730058,MN,2073,58,109,225,3000,548 WEST 142 STREET,C3,022500
1020730061,MN,2073,61,109,225,3000,3478 BROADWAY,S9,022500
1020730062,MN,2073,62,109,225,3000,3476 BROADWAY,C5,022500
1020730064,MN,2073,64,109,225,3000,3470 BROADWAY,S9,022500
1020730114,MN,2073,114,109,225,3000,535 WEST 141 STREET,C3,022500
1020730115,MN,2073,115,109,225,3000,531 WEST 141 STREET,B1,022500
1020730118,MN,2073,118,109,225,3000,521 WEST 141 STREET,C5,022500
1020730145,MN,2073,145,109,225,3000,510 WEST 142 STREET,B1,022500
1020730147,MN,2073,147,109,225,3000,516 WEST 142 STREET,C0,022500
1020730149,MN,2073,149,109,225,3000,522 WEST 142 STREET,C0,022500
1020730155,MN,2073,155,109,225,3000,540 WEST 142 STREET,C5,022500
1020730157,MN,2073,157,109,225,3000,546 WEST 142 STREET,C0,022500
1020730159,MN,2073,159,109,225,3000,552 WEST 142 STREET,C3,022500
1020740001,MN,2074,1,109,229,2001,3486 BROADWAY,D7,022900
1020740006,MN,2074,6,109,229,2001,545 WEST 142 STREET,C1,022900
1020740007,MN,2074,7,109,229,2001,541 WEST 142 STREET,C1,022900
1020740010,MN,2074,10,109,229,2001,537 WEST 142 STREET,C0,022900
1020740011,MN,2074,11,109,229,2001,535 WEST 142 STREET,C0,022900
1020740012,MN,2074,12,109,229,2001,533 WEST 142 STREET,C1,022900
1020740015,MN,2074,15,109,229,2001,525 WEST 142 STREET,C3,022900
1020740016,MN,2074,16,109,229,2001,523 WEST 142 STREET,M9,022900
1020740018,MN,2074,18,109,229,2001,517 WEST 142 STREET,B1,022900
1020740019,MN,2074,19,109,229,2001,515 WEST 142 STREET,B1,022900
1020740020,MN,2074,20,109,229,2001,511 WEST 142 STREET,C1,022900
1020740021,MN,2074,21,109,229,2001,509 WEST 142 STREET,D4,022900
1020740023,MN,2074,23,109,229,2001,507 WEST 142 STREET,D1,022900
1020740025,MN,2074,25,109,229,2001,116 HAMILTON PLACE,D7,022900
1020740029,MN,2074,29,109,229,2000,1656 AMSTERDAM AVENUE,V1,022900
1020740030,MN,2074,30,109,229,2000,115 HAMILTON PLACE,D7,022900
1020740032,MN,2074,32,109,229,2000,1664 AMSTERDAM AVENUE,M9,022900
1020740033,MN,2074,33,109,229,2000,135 HAMILTON PLACE,D1,022900
1020740040,MN,2074,40,109,229,2001,122 HAMILTON PLACE,D7,022900
1020740042,MN,2074,42,109,229,2001,502 WEST 143 STREET,D1,022900
1020740044,MN,2074,44,109,229,2001,504 WEST 143 STREET,D1,022900
1020740045,MN,2074,45,109,229,2001,506 WEST 143 STREET,V1,022900
1020740046,MN,2074,46,109,229,2001,508 WEST 143 STREET,V1,022900
1020740047,MN,2074,47,109,229,2001,512 WEST 143 STREET,P5,022900
1020740048,MN,2074,48,109,229,2001,514 WEST 143 STREET,Z9,022900
1020740049,MN,2074,49,109,229,2001,516 WEST 143 STREET,D1,022900
1020740055,MN,2074,55,109,229,2001,528 WEST 143 STREET,C4,022900
1020740057,MN,2074,57,109,229,2001,532 WEST 143 STREET,C1,022900
1020740059,MN,2074,59,109,229,2001,536 WEST 143 STREET,C1,022900
1020740061,MN,2074,61,109,229,2001,3488 BROADWAY,D7,022900
1020740146,MN,2074,146,109,229,2001,510 WEST 143 STREET,V1,022900
1020740154,MN,2074,154,109,229,2001,526 WEST 143 STREET,A9,022900
1020750001,MN,2075,1,109,229,4001,3502 BROADWAY,D7,022900
1020750005,MN,2075,5,109,229,4001,529 WEST 143 STREET,D1,022900
1020750008,MN,2075,8,109,229,4001,527 WEST 143 STREET,D4,022900
1020750011,MN,2075,11,109,229,4001,523 WEST 143 STREET,D4,022900
1020750014,MN,2075,14,109,229,4001,519 WEST 143 STREET,D1,022900
1020750017,MN,2075,17,109,229,4001,515 WEST 143 STREET,D4,022900
1020750020,MN,2075,20,109,229,4001,511 WEST 143 STREET,D1,022900
1020750023,MN,2075,23,109,229,4001,505 WEST 143 STREET,D4,022900
1020750026,MN,2075,26,109,229,4001,501 WEST 143 STREET,D4,022900
1020750029,MN,2075,29,109,229,4000,ALEX HAMILTON SQUARE,Q1,022900
1020750036,MN,2075,36,109,229,4001,144 HAMILTON PLACE,D1,022900
1020750039,MN,2075,39,109,229,4001,510 WEST 144 STREET,D1,022900
1020750043,MN,2075,43,109,229,4001,520 WEST 144 STREET,D1,022900
1020750046,MN,2075,46,109,229,4001,530 WEST 144 STREET,D1,022900
1020750049,MN,2075,49,109,229,4001,540 WEST 144 STREET,D1,022900
1020750053,MN,2075,53,109,229,4001,550 WEST 144 STREET,D1,022900
1020750056,MN,2075,56,109,229,4001,560 WEST 144 STREET,D1,022900
1020750061,MN,2075,61,109,229,4001,3512 BROADWAY,D7,022900
1020760001,MN,2076,1,109,229,3001,3520 BROADWAY,D7,022900
1020760005,MN,2076,5,109,229,3001,561 WEST 144 STREET,C1,022900
1020760007,MN,2076,7,109,229,3001,557 WEST 144 STREET,C1,022900
1020760010,MN,2076,10,109,229,3001,553 WEST 144 STREET,C1,022900
1020760013,MN,2076,13,109,229,3001,549 WEST 144 STREET,C1,022900
1020760014,MN,2076,14,109,229,3001,545 WEST 144 STREET,C1,022900
1020760016,MN,2076,16,109,229,3001,541 WEST 144 STREET,C1,022900
1020760018,MN,2076,18,109,229,3001,537 WEST 144 STREET,C2,022900
1020760019,MN,2076,19,109,229,3001,533 WEST 144 STREET,C2,022900
1020760020,MN,2076,20,109,229,3001,531 WEST 144 STREET,C5,022900
1020760021,MN,2076,21,109,229,3001,521 WEST 144 STREET,C4,022900
1020760023,MN,2076,23,109,229,3001,517 WEST 144 STREET,C6,022900
1020760027,MN,2076,27,109,229,3001,509 WEST 144 STREET,C0,022900
1020760028,MN,2076,28,109,229,3001,505 WEST 144 STREET,C3,022900
1020760029,MN,2076,29,109,229,3001,1700 AMSTERDAM AVENUE,C4,022900
1020760030,MN,2076,30,109,229,3001,1702 AMSTERDAM AVENUE,C7,022900
1020760031,MN,2076,31,109,229,3001,1704 AMSTERDAM AVENUE,D6,022900
1020760036,MN,2076,36,109,229,3001,1714 AMSTERDAM AVENUE,C6,022900
1020760038,MN,2076,38,109,229,3001,504 WEST 145 STREET,D3,022900
1020760039,MN,2076,39,109,229,3001,506 WEST 145 STREET,C6,022900
1020760040,MN,2076,40,109,229,3001,508 WEST 145 STREET,K1,022900
1020760041,MN,2076,41,109,229,3001,510 WEST 145 STREET,P9,022900
1020760053,MN,2076,53,109,229,3001,532 WEST 145 STREET,C7,022900
1020760056,MN,2076,56,109,229,3001,538 WEST 145 STREET,C7,022900
1020760061,MN,2076,61,109,229,3001,3534 BROADWAY,K2,022900
1020760118,MN,2076,118,109,229,3001,535 WEST 144 STREET,C2,022900
1020760125,MN,2076,125,109,229,3001,513 WEST 144 STREET,B1,022900
1020760128,MN,2076,128,109,229,3001,503 WEST 144 STREET,C7,022900
1020767501,MN,2076,7501,109,229,3001,539 WEST 144 STREET,R1,022900
1020770001,MN,2077,1,109,229,3000,3542 BROADWAY,D7,022900
1020770006,MN,2077,6,109,229,3000,543 WEST 145 STREET,K2,022900
1020770010,MN,2077,10,109,229,3000,533 WEST 145 STREET,C6,022900
1020770012,MN,2077,12,109,229,3000,531 WEST 145 STREET,C7,022900
1020770013,MN,2077,13,109,229,3000,529 WEST 145 STREET,C7,022900
1020770014,MN,2077,14,109,229,3000,525 WEST 145 STREET,C7,022900
1020770020,MN,2077,20,109,229,3000,515 WEST 145 STREET,HR,022900
1020770022,MN,2077,22,109,229,3000,513 WEST 145 STREET,C4,022900
1020770023,MN,2077,23,109,229,3000,511 WEST 145 STREET,HR,022900
1020770026,MN,2077,26,109,229,3000,505 WEST 145 STREET,P8,022900
1020770029,MN,2077,29,109,229,3000,1720 AMSTERDAM AVENUE,K2,022900
1020770030,MN,2077,30,109,229,3000,1722 AMSTERDAM AVENUE,C7,022900
1020770031,MN,2077,31,109,229,3000,1724 AMSTERDAM AVENUE,C7,022900
1020770032,MN,2077,32,109,229,3000,1726 AMSTERDAM AVENUE,C4,022900
1020770033,MN,2077,33,109,229,3000,1728 AMSTERDAM AVENUE,C4,022900
1020770034,MN,2077,34,109,229,3000,1730 AMSTERDAM AVENUE,C4,022900
1020770035,MN,2077,35,109,229,3000,1732 AMSTERDAM AVENUE,C4,022900
1020770036,MN,2077,36,109,229,3000,1734 AMSTERDAM AVENUE,C4,022900
1020770037,MN,2077,37,109,229,3000,506 WEST 146 STREET,C1,022900
1020770038,MN,2077,38,109,229,3000,510 WEST 146 STREET,C1,022900
1020770039,MN,2077,39,109,229,3000,514 WEST 146 STREET,C1,022900
1020770041,MN,2077,41,109,229,3000,518 WEST 146 STREET,C6,022900
1020770043,MN,2077,43,109,229,3000,522 WEST 146 STREET,V1,022900
1020770050,MN,2077,50,109,229,3000,540 WEST 146 STREET,D4,022900
1020770053,MN,2077,53,109,229,3000,546 WEST 146 STREET,C1,022900
1020770055,MN,2077,55,109,229,3000,550 WEST 146 STREET,C1,022900
1020770057,MN,2077,57,109,229,3000,552 WEST 146 STREET,C1,022900
1020770059,MN,2077,59,109,229,3000,3556 BROADWAY,K2,022900
1020770060,MN,2077,60,109,229,3000,3550 BROADWAY,K2,022900
1020770136,MN,2077,136,109,229,3000,504 WEST 146 STREET,C1,022900
1020777501,MN,2077,7501,109,229,3000,521 WEST 145 STREET,RM,022900
1020780001,MN,2078,1,109,233,3001,3560 BROADWAY,K9,023300
1020780005,MN,2078,5,109,233,3001,553 WEST 146 STREET,K9,023300
1020780011,MN,2078,11,109,233,3001,543 WEST 146 STREET,D1,023300
1020780015,MN,2078,15,109,233,3001,525 WEST 146 STREET,C1,023300
1020780017,MN,2078,17,109,233,3001,523 WEST 146 STREET,Z3,023300
1020780019,MN,2078,19,109,233,3001,1740 AMSTERDAM AVENUE,W1,023300
1020780047,MN,2078,47,109,233,3001,522 WEST 147 STREET,C1,023300
1020780049,MN,2078,49,109,233,3001,526 WEST 147 STREET,C5,023300
1020780051,MN,2078,51,109,233,3001,530 WEST 147 STREET,C1,023300
1020780053,MN,2078,53,109,233,3001,534 WEST 147 STREET,C1,023300
1020780055,MN,2078,55,109,233,3001,538 WEST 147 STREET,V1,023300
1020780057,MN,2078,57,109,233,3001,542 WEST 147 STREET,C1,023300
1020780059,MN,2078,59,109,233,3001,544 WEST 147 STREET,C6,023300
1020780061,MN,2078,61,109,233,3001,3570 BROADWAY,D7,023300
1020790001,MN,2079,1,109,233,3000,3580 BROADWAY,D7,023300
1020790007,MN,2079,7,109,233,3000,547 WEST 147 STREET,D4,023300
1020790011,MN,2079,11,109,233,3000,WEST 147 STREET,V1,023300
1020790013,MN,2079,13,109,233,3000,539 WEST 147 STREET,C5,023300
1020790014,MN,2079,14,109,233,3000,537 WEST 147 STREET,C3,023300
1020790017,MN,2079,17,109,233,3000,527 WEST 147 STREET,M1,023300
1020790019,MN,2079,19,109,233,3000,519 WEST 147 STREET,C1,023300
1020790021,MN,2079,21,109,233,3000,515 WEST 147 STREET,C1,023300
1020790023,MN,2079,23,109,233,3000,511 WEST 147 STREET,C1,023300
1020790025,MN,2079,25,109,233,3000,507 WEST 147 STREET,C1,023300
1020790027,MN,2079,27,109,233,3000,505 WEST 147 STREET,C1,023300
1020790028,MN,2079,28,109,233,3000,503 WEST 147 STREET,C1,023300
1020790029,MN,2079,29,109,233,3000,1760 AMSTERDAM AVENUE,C7,023300
1020790030,MN,2079,30,109,233,3000,1764 AMSTERDAM AVENUE,C7,023300
1020790031,MN,2079,31,109,233,3000,1766 AMSTERDAM AVENUE,C7,023300
1020790032,MN,2079,32,109,233,3000,1768 AMSTERDAM AVENUE,S4,023300
1020790033,MN,2079,33,109,233,3000,1770 AMSTERDAM AVENUE,C7,023300
1020790034,MN,2079,34,109,233,3000,1772 AMSTERDAM AVENUE,C7,023300
1020790036,MN,2079,36,109,233,3000,1774 AMSTERDAM AVENUE,C7,023300
1020790037,MN,2079,37,109,233,3000,502 WEST 148 STREET,C6,023300
1020790039,MN,2079,39,109,233,3000,506 WEST 148 STREET,C1,023300
1020790041,MN,2079,41,109,233,3000,510 WEST 148 STREET,C1,023300
1020790042,MN,2079,42,109,233,3000,514 WEST 148 STREET,C6,023300
1020790044,MN,2079,44,109,233,3000,518 WEST 148 STREET,C6,023300
1020790046,MN,2079,46,109,233,3000,522 WEST 148 STREET,C1,023300
1020790047,MN,2079,47,109,233,3000,530 WEST 148 STREET,C0,023300
1020790048,MN,2079,48,109,233,3000,534 WEST 148 STREET,C5,023300
1020790049,MN,2079,49,109,233,3000,536 WEST 148 STREET,M1,023300
1020790055,MN,2079,55,109,233,3000,554 WEST 148 STREET,C1,023300
1020790057,MN,2079,57,109,233,3000,558 WEST 148 STREET,C1,023300
1020790061,MN,2079,61,109,233,3000,3590 BROADWAY,D7,023300
1020790114,MN,2079,114,109,233,3000,535 WEST 147 STREET,B1,023300
1020790118,MN,2079,118,109,233,3000,523 WEST 147 STREET,C0,023300
1020790149,MN,2079,149,109,233,3000,538 WEST 148 STREET,C6,023300
1020790150,MN,2079,150,109,233,3000,542 WEST 148 STREET,B9,023300
1020797501,MN,2079,7501,109,233,3000,529 WEST 147 STREET,R4,023300
1020797502,MN,2079,7502,109,233,3000,535 WEST 147 STREET,R6,023300
1020800001,MN,2080,1,109,233,2001,3600 BROADWAY,C7,023300
1020800003,MN,2080,3,109,233,2001,3604 BROADWAY,C7,023300
1020800009,MN,2080,9,109,233,2001,555 WEST 148 STREET,C6,023300
1020800010,MN,2080,10,109,233,2001,553 WEST 148 STREET,C5,023300
1020800011,MN,2080,11,109,233,2001,545 WEST 148 STREET,D1,023300
1020800014,MN,2080,14,109,233,2001,539 WEST 148 STREET,C2,023300
1020800016,MN,2080,16,109,233,2001,535 WEST 148 STREET,C5,023300
1020800018,MN,2080,18,109,233,2001,529 WEST 148 STREET,C6,023300
1020800020,MN,2080,20,109,233,2001,523 WEST 148 STREET,B1,023300
1020800023,MN,2080,23,109,233,2001,511 WEST 148 STREET,M3,023300
1020800025,MN,2080,25,109,233,2001,505 WEST 148 STREET,C6,023300
1020800027,MN,2080,27,109,233,2001,503 WEST 148 STREET,C1,023300
1020800028,MN,2080,28,109,233,2001,1780 AMSTERDAM AVENUE,C4,023300
1020800030,MN,2080,30,109,233,2001,1784 AMSTERDAM AVENUE,C7,023300
1020800031,MN,2080,31,109,233,2001,1786 AMSTERDAM AVENUE,C4,023300
1020800032,MN,2080,32,109,233,2001,1788 AMSTERDAM AVENUE,C7,023300
1020800033,MN,2080,33,109,233,2001,1790 AMSTERDAM AVENUE,C7,023300
1020800034,MN,2080,34,109,233,2001,1792 AMSTERDAM AVENUE,C7,023300
1020800035,MN,2080,35,109,233,2001,1794 AMSTERDAM AVENUE,C7,023300
1020800036,MN,2080,36,109,233,2001,502 WEST 149 STREET,D3,023300
1020800037,MN,2080,37,109,233,2001,504 WEST 149 STREET,C5,023300
1020800039,MN,2080,39,109,233,2001,512 WEST 149 STREET,C6,023300
1020800040,MN,2080,40,109,233,2001,514 WEST 149 STREET,C3,023300
1020800041,MN,2080,41,109,233,2001,518 WEST 149 STREET,C0,023300
1020800043,MN,2080,43,109,233,2001,524 WEST 149 STREET,C2,023300
1020800044,MN,2080,44,109,233,2001,528 WEST 149 STREET,B1,023300
1020800046,MN,2080,46,109,233,2001,534 WEST 149 STREET,B1,023300
1020800049,MN,2080,49,109,233,2001,542 WEST 149 STREET,C5,023300
1020800051,MN,2080,51,109,233,2001,548 WEST 149 STREET,C5,023300
1020800055,MN,2080,55,109,233,2001,560 WEST 149 STREET,C6,023300
1020800056,MN,2080,56,109,233,2001,562 WEST 149 STREET,C6,023300
1020800058,MN,2080,58,109,233,2001,564 WEST 149 STREET,V1,023300
1020800059,MN,2080,59,109,233,2001,3612 BROADWAY,D7,023300
1020800062,MN,2080,62,109,233,2001,3608 BROADWAY,C7,023300
1020800110,MN,2080,110,109,233,2001,551 WEST 148 STREET,C5,023300
1020800120,MN,2080,120,109,233,2001,521 WEST 148 STREET,C6,023300
1020800122,MN,2080,122,109,233,2001,515 WEST 148 STREET,C5,023300
1020800138,MN,2080,138,109,233,2001,510 WEST 149 STREET,B9,023300
1020800141,MN,2080,141,109,233,2001,520 WEST 149 STREET,B1,023300
1020800143,MN,2080,143,109,233,2001,526 WEST 149 STREET,C0,023300
1020800151,MN,2080,151,109,233,2001,550 WEST 149 STREET,C5,023300
1020807501,MN,2080,7501,109,233,2001,540 WEST 149 STREET,R1,023300
1020810001,MN,2081,1,109,233,2000,3624 BROADWAY,D7,023300
1020810006,MN,2081,6,109,233,2000,561 WEST 149 STREET,C1,023300
1020810010,MN,2081,10,109,233,2000,551 WEST 149 STREET,C1,023300
1020810013,MN,2081,13,109,233,2000,547 WEST 149 STREET,C0,023300
1020810014,MN,2081,14,109,233,2000,537 WEST 149 STREET,D4,023300
1020810017,MN,2081,17,109,233,2000,535 WEST 149 STREET,B3,023300
1020810018,MN,2081,18,109,233,2000,533 WEST 149 STREET,C3,023300
1020810019,MN,2081,19,109,233,2000,529 WEST 149 STREET,B3,023300
1020810021,MN,2081,21,109,233,2000,523 WEST 149 STREET,C3,023300
1020810022,MN,2081,22,109,233,2000,519 WEST 149 STREET,C5,023300
1020810026,MN,2081,26,109,233,2000,507 WEST 149 STREET,C5,023300
1020810027,MN,2081,27,109,233,2000,505 WEST 149 STREET,C3,023300
1020810028,MN,2081,28,109,233,2000,503 WEST 149 STREET,C1,023300
1020810029,MN,2081,29,109,233,2000,1800 AMSTERDAM AVENUE,C7,023300
1020810030,MN,2081,30,109,233,2000,1802 AMSTERDAM AVENUE,C7,023300
1020810031,MN,2081,31,109,233,2000,1804 AMSTERDAM AVENUE,C7,023300
1020810032,MN,2081,32,109,233,2000,1806 AMSTERDAM AVENUE,C7,023300
1020810033,MN,2081,33,109,233,2000,1808 AMSTERDAM AVENUE,C7,023300
1020810034,MN,2081,34,109,233,2000,1810 AMSTERDAM AVENUE,C7,023300
1020810035,MN,2081,35,109,233,2000,1812 AMSTERDAM AVENUE,C7,023300
1020810036,MN,2081,36,109,233,2000,1814 AMSTERDAM AVENUE,C7,023300
1020810037,MN,2081,37,109,233,2000,506 WEST 150 STREET,C1,023300
1020810039,MN,2081,39,109,233,2000,510 WEST 150 STREET,C1,023300
1020810044,MN,2081,44,109,233,2000,530 WEST 150 STREET,C5,023300
1020810045,MN,2081,45,109,233,2000,534 WEST 150 STREET,B1,023300
1020810046,MN,2081,46,109,233,2000,536 WEST 150 STREET,C5,023300
1020810047,MN,2081,47,109,233,2000,540 WEST 150 STREET,C3,023300
1020810049,MN,2081,49,109,233,2000,544 WEST 150 STREET,C3,023300
1020810051,MN,2081,51,109,233,2000,552 WEST 150 STREET,C3,023300
1020810052,MN,2081,52,109,233,2000,554 WEST 150 STREET,C2,023300
1020810053,MN,2081,53,109,233,2000,556 WEST 150 STREET,C1,023300
1020810055,MN,2081,55,109,233,2000,560 WEST 150 STREET,M9,023300
1020810056,MN,2081,56,109,233,2000,564 WEST 150 STREET,M1,023300
1020810059,MN,2081,59,109,233,2000,570 WEST 150 STREET,A9,023300
1020810061,MN,2081,61,109,233,2000,3632 BROADWAY,K1,023300
1020810118,MN,2081,118,109,233,2000,531 WEST 149 STREET,C3,023300
1020810119,MN,2081,119,109,233,2000,527 WEST 149 STREET,C2,023300
1020810121,MN,2081,121,109,233,2000,521 WEST 149 STREET,C5,023300
1020810143,MN,2081,143,109,233,2000,528 WEST 150 STREET,B1,023300
1020810146,MN,2081,146,109,233,2000,538 WEST 150 STREET,C5,023300
1020817501,MN,2081,7501,109,233,2000,555 WEST 149 STREET,R1,023300
1020817502,MN,2081,7502,109,233,2000,513 WEST 149 STREET,R1,023300
1020817503,MN,2081,7503,109,233,2000,517 WEST 149 STREET,R6,023300
1020820001,MN,2082,1,109,237,1001,3640 BROADWAY,D7,023700
1020820005,MN,2082,5,109,237,1001,563 WEST 150 STREET,C6,023700
1020820007,MN,2082,7,109,237,1001,557 WEST 150 STREET,C6,023700
1020820009,MN,2082,9,109,237,1001,545 WEST 150 STREET,C1,023700
1020820011,MN,2082,11,109,237,1001,541 WEST 150 STREET,C1,023700
1020820013,MN,2082,13,109,237,1001,537 WEST 150 STREET,C1,023700
1020820015,MN,2082,15,109,237,1001,533 WEST 150 STREET,C1,023700
1020820019,MN,2082,19,109,237,1001,525 WEST 150 STREET,C5,023700
1020820020,MN,2082,20,109,237,1001,523 WEST 150 STREET,C5,023700
1020820021,MN,2082,21,109,237,1001,519 WEST 150 STREET,B1,023700
1020820022,MN,2082,22,109,237,1001,517 WEST 150 STREET,C5,023700
1020820023,MN,2082,23,109,237,1001,513 WEST 150 STREET,C5,023700
1020820024,MN,2082,24,109,237,1001,511 WEST 150 STREET,C0,023700
1020820026,MN,2082,26,109,237,1001,505 WEST 150 STREET,C5,023700
1020820027,MN,2082,27,109,237,1001,501 WEST 150 STREET,C5,023700
1020820028,MN,2082,28,109,237,1001,1820 AMSTERDAM AVENUE,W9,023700
1020820036,MN,2082,36,109,237,1001,502 WEST 151 STREET,D1,023700
1020820039,MN,2082,39,109,237,1001,506 WEST 151 STREET,C1,023700
1020820040,MN,2082,40,109,237,1001,508 WEST 151 STREET,C1,023700
1020820042,MN,2082,42,109,237,1001,510 WEST 151 STREET,C6,023700
1020820043,MN,2082,43,109,237,1001,512 WEST 151 STREET,D1,023700
1020820045,MN,2082,45,109,237,1001,516 WEST 151 STREET,D1,023700
1020820047,MN,2082,47,109,237,1001,520 WEST 151 STREET,C1,023700
1020820049,MN,2082,49,109,237,1001,522 WEST 151 STREET,C6,023700
1020820050,MN,2082,50,109,237,1001,524 WEST 151 STREET,C6,023700
1020820052,MN,2082,52,109,237,1001,526 WEST 151 STREET,D1,023700
1020820056,MN,2082,56,109,237,1001,558 WEST 151 STREET,C1,023700
1020820057,MN,2082,57,109,237,1001,560 WEST 151 STREET,C1,023700
1020820059,MN,2082,59,109,237,1001,3656 BROADWAY,S9,023700
1020820060,MN,2082,60,109,237,1001,3652 BROADWAY,M1,023700
1020820118,MN,2082,118,109,237,1001,527 WEST 150 STREET,C3,023700
1020820120,MN,2082,120,109,237,1001,521 WEST 150 STREET,C5,023700
1020820122,MN,2082,122,109,237,1001,515 WEST 150 STREET,C5,023700
1020820124,MN,2082,124,109,237,1001,509 WEST 150 STREET,C3,023700
1020820127,MN,2082,127,109,237,1001,499 WEST 150 STREET,V1,023700
1020830001,MN,2083,1,109,237,1000,3660 BROADWAY,D7,023700
1020830008,MN,2083,8,109,237,1000,535 WEST 151 STREET,D4,023700
1020830011,MN,2083,11,109,237,1000,533 WEST 151 STREET,C1,023700
1020830015,MN,2083,15,109,237,1000,529 WEST 151 STREET,C1,023700
1020830016,MN,2083,16,109,237,1000,527 WEST 151 STREET,C1,023700
1020830017,MN,2083,17,109,237,1000,525 WEST 151 STREET,C1,023700
1020830019,MN,2083,19,109,237,1000,523 WEST 151 STREET,C6,023700
1020830021,MN,2083,21,109,237,1000,521 WEST 151 STREET,C6,023700
1020830022,MN,2083,22,109,237,1000,519 WEST 151 STREET,C4,023700
1020830023,MN,2083,23,109,237,1000,517 WEST 151 STREET,C6,023700
1020830025,MN,2083,25,109,237,1000,515 WEST 151 STREET,C6,023700
1020830026,MN,2083,26,109,237,1000,511 WEST 151 STREET,C1,023700
1020830028,MN,2083,28,109,237,1000,503 WEST 151 STREET,G6,023700
1020830029,MN,2083,29,109,237,1000,1840 AMSTERDAM AVENUE,S2,023700
1020830030,MN,2083,30,109,237,1000,1842 AMSTERDAM AVENUE,S9,023700
1020830031,MN,2083,31,109,237,1000,1846 AMSTERDAM AVENUE,S2,023700
1020830032,MN,2083,32,109,237,1000,1848 AMSTERDAM AVENUE,S5,023700
1020830033,MN,2083,33,109,237,1000,1850 AMSTERDAM AVENUE,G9,023700
1020830035,MN,2083,35,109,237,1000,1854 AMSTERDAM AVENUE,M9,023700
1020830037,MN,2083,37,109,237,1000,502 WEST 152 STREET,C1,023700
1020830040,MN,2083,40,109,237,1000,510 WEST 152 STREET,C1,023700
1020830042,MN,2083,42,109,237,1000,514 WEST 152 STREET,C1,023700
1020830043,MN,2083,43,109,237,1000,518 WEST 152 STREET,C1,023700
1020830047,MN,2083,47,109,237,1000,524 WEST 152 STREET,C6,023700
1020830048,MN,2083,48,109,237,1000,526 WEST 152 STREET,I7,023700
1020830049,MN,2083,49,109,237,1000,528 WEST 152 STREET,C1,023700
1020830051,MN,2083,51,109,237,1000,530 WEST 152 STREET,C1,023700
1020830053,MN,2083,53,109,237,1000,532 WEST 152 STREET,C1,023700
1020830055,MN,2083,55,109,237,1000,534 WEST 152 STREET,D4,023700
1020830058,MN,2083,58,109,237,1000,584 WEST 152 STREET,C1,023700
1020830061,MN,2083,61,109,237,1000,590 WEST 152 STREET,B9,023700
1020830063,MN,2083,63,109,237,1000,598 WEST 152 STREET,S9,023700
1020830064,MN,2083,64,109,237,1000,3668 BROADWAY,K1,023700
1020840001,MN,2084,1,109,237,3007,3680 BROADWAY,C7,023700
1020840004,MN,2084,4,109,237,3007,3688 BROADWAY,C0,023700
1020840006,MN,2084,6,109,237,3007,557 WEST 152 STREET,C5,023700
1020840007,MN,2084,7,109,237,3007,553 WEST 152 STREET,C5,023700
1020840008,MN,2084,8,109,237,3007,549 WEST 152 STREET,B3,023700
1020840009,MN,2084,9,109,237,3007,547 WEST 152 STREET,B3,023700
1020840010,MN,2084,10,109,237,3007,539 WEST 152 STREET,N1,023700
1020840015,MN,2084,15,109,237,3007,531 WEST 152 STREET,C1,023700
1020840016,MN,2084,16,109,237,3007,529 WEST 152 STREET,C6,023700
1020840017,MN,2084,17,109,237,3007,527 WEST 152 STREET,C1,023700
1020840018,MN,2084,18,109,237,3007,523 WEST 152 STREET,C6,023700
1020840020,MN,2084,20,109,237,3007,519 WEST 152 STREET,C1,023700
1020840022,MN,2084,22,109,237,3007,517 WEST 152 STREET,C0,023700
1020840025,MN,2084,25,109,237,3007,509 WEST 152 STREET,C5,023700
1020840029,MN,2084,29,109,237,3007,1864 AMSTERDAM AVENUE,W1,023700
1020840033,MN,2084,33,109,237,3007,1868 AMSTERDAM AVENUE,M3,023700
1020840034,MN,2084,34,109,237,3007,1870 AMSTERDAM AVENUE,M1,023700
1020840037,MN,2084,37,109,237,3007,504 WEST 153 STREET,M1,023700
1020840039,MN,2084,39,109,237,3007,506 WEST 153 STREET,M3,023700
1020840040,MN,2084,40,109,237,3007,508 WEST 153 STREET,W1,023700
1020840042,MN,2084,42,109,237,3007,512 WEST 153 STREET,C0,023700
1020840043,MN,2084,43,109,237,3007,514 WEST 153 STREET,C3,023700
1020840044,MN,2084,44,109,237,3007,516 WEST 153 STREET,C0,023700
1020840046,MN,2084,46,109,237,3007,522 WEST 153 STREET,C0,023700
1020840047,MN,2084,47,109,237,3007,524 WEST 153 STREET,M3,023700
1020840048,MN,2084,48,109,237,3007,526 WEST 153 STREET,M1,023700
1020840049,MN,2084,49,109,237,3007,528 WEST 153 STREET,C5,023700
1020840050,MN,2084,50,109,237,3007,530 WEST 153 STREET,C6,023700
1020840052,MN,2084,52,109,237,3007,534 WEST 153 STREET,C6,023700
1020840053,MN,2084,53,109,237,3007,536 WEST 153 STREET,C1,023700
1020840056,MN,2084,56,109,237,3007,542 WEST 153 STREET,D1,023700
1020840061,MN,2084,61,109,237,3007,550 WEST 153 STREET,C6,023700
1020840062,MN,2084,62,109,237,3007,3694 BROADWAY,C1,023700
1020840064,MN,2084,64,109,237,3007,3692 BROADWAY,C6,023700
