BBL,Borough,Block,Lot,CD,CT2010,CB2010,Address,BldgClass,Tract2010
1000010010,MN,1,10,101,5,1011,1 GOVERNORS ISLAND,Y4,000500
1000010101,MN,1,101,101,1,1001,1 LIBERTY ISLAND,P7,000100
1000010201,MN,1,201,101,1,1000,1 ELLIS ISLAND,Z9,000100
1000010301,MN,1,301,101,,,JOE DIMAGGIO HIGHWAY,U0,000000
1000010401,MN,1,401,101,,,JOE DIMAGGIO HIGHWAY,U0,000000
1000020001,MN,2,1,101,9,1025,4 SOUTH STREET,Y7,000900
1000020003,MN,2,3,101,9,,MARGINAL STREET,Y7,000900
1000020023,MN,2,23,101,9,1025,1 PIER 6,T2,000900
1000030001,MN,3,1,101,319,1000,10 BATTERY PARK,Q1,031900
1000030002,MN,3,2,101,9,1020,PETER MINUIT PLAZA,Q1,000900
1000030003,MN,3,3,101,9,1020,PETER MINUIT PLAZA,Q1,000900
1000030004,MN,3,4,101,15.02,3000,SOUTH STREET,Q0,00150200
1000030010,MN,3,10,101,319,1003,1 SOUTH STREET,O2,031900
1000047501,MN,4,7501,101,9,1019,1 WATER STREET,RC,000900
1000050010,MN,5,10,101,9,1017,115 BROAD STREET,O4,000900
1000057501,MN,5,7501,101,9,1017,125 BROAD STREET,RB,000900
1000060001,MN,6,1,101,9,1017,24 SOUTH STREET,Q9,000900
1000070027,MN,7,27,101,9,1016,30 WATER STREET,K2,000900
1000070028,MN,7,28,101,9,1016,28 WATER STREET,K4,000900
1000070029,MN,7,29,101,9,1016,26 WATER STREET,P7,000900
1000070030,MN,7,30,101,9,1016,24 WATER STREET,P7,000900
1000070031,MN,7,31,101,9,1016,105 BROAD STREET,K4,000900
1000070033,MN,7,33,101,9,1016,101 BROAD STREET,P7,000900
1000070035,MN,7,35,101,9,1016,99 BROAD STREET,P7,000900
1000070037,MN,7,37,101,9,1016,58 PEARL STREET,P7,000900
1000070038,MN,7,38,101,9,1016,60 PEARL STREET,S9,000900
1000077501,MN,7,7501,101,9,1016,1 COENTIES SLIP,RM,000900
1000077502,MN,7,7502,101,9,1016,32 WATER STREET,RM,000900
1000080044,MN,8,44,101,9,1015,102 BROAD STREET,U4,000900
1000080051,MN,8,51,101,9,1015,6 WATER STREET,H2,000900
1000087501,MN,8,7501,101,9,1014,39 WHITEHALL STREET,RM,000900
1000090007,MN,9,7,101,9,1020,7 STATE STREET,M1,000900
1000090014,MN,9,14,101,9,1013,17 STATE STREET,O4,000900
1000090029,MN,9,29,101,9,1008,24 STATE STREET,O4,000900
1000100001,MN,10,1,101,9,1009,100 BROAD STREET,K4,000900
1000100014,MN,10,14,101,9,1009,33 WHITEHALL STREET,O4,000900
1000100015,MN,10,15,101,9,1009,27 WHITEHALL STREET,O6,000900
1000100019,MN,10,19,101,9,1026,25 BRIDGE STREET,K2,000900
1000100023,MN,10,23,101,9,1026,1 WHITEHALL STREET,O4,000900
1000100032,MN,10,32,101,9,1026,6 STONE STREET,K4,000900
1000100033,MN,10,33,101,9,1026,8 STONE STREET,H2,000900
1000110001,MN,11,1,101,9,1003,2 BROADWAY,O4,000900
1000110009,MN,11,9,101,9,1004,18 BEAVER STREET,K4,000900
1000110010,MN,11,10,101,9,1004,20 BEAVER STREET,S5,000900
1000110011,MN,11,11,101,9,1004,22 BEAVER STREET,K4,000900
1000110012,MN,11,12,101,9,1004,24 BEAVER STREET,K4,000900
1000110014,MN,11,14,101,9,1004,26 BEAVER STREET,D4,000900
1000110015,MN,11,15,101,9,1004,70 BROAD STREET,O8,000900
1000110017,MN,11,17,101,9,1003,74 BROAD STREET,O5,000900
1000110021,MN,11,21,101,9,1003,80 BROAD STREET,O4,000900
1000110028,MN,11,28,101,,,,,000000
1000117501,MN,11,7501,101,9,1003,15 STONE STREET,RM,000900
1000120001,MN,12,1,101,9,1007,1 BOWLING GREEN,P7,000900
1000120028,MN,12,28,101,9,,WHITEHALL STREET,Q1,000900
1000130001,MN,13,1,101,13,2008,1 BROADWAY,O6,001300
1000130005,MN,13,5,101,13,2008,11 BROADWAY,O4,001300
1000130027,MN,13,27,101,13,2008,25 BROADWAY,O4,001300
1000150022,MN,15,22,101,13,2005,21 WEST STREET,D8,001300
1000157501,MN,15,7501,101,13,2005,17 BATTERY PLACE,RM,001300
1000157502,MN,15,7502,101,13,2005,20 WEST STREET,RM,001300
1000160001,MN,16,1,101,317.04,4001,22 BATTERY PLACE,K2,03170400
1000160003,MN,16,3,101,317.03,2005,401 SOUTH END AVENUE,Z9,03170300
1000160010,MN,16,10,101,317.04,4001,18 1 PLACE,P7,03170400
1000160012,MN,16,12,101,,,MARGINAL STREET,T2,000000
1000160015,MN,16,15,101,317.04,4001,50 BATTERY PLACE,D8,03170400
1000160020,MN,16,20,101,317.04,4001,70 BATTERY PLACE,D8,03170400
1000160040,MN,16,40,101,317.04,4005,55 BATTERY PLACE,W1,03170400
1000160100,MN,16,100,101,317.04,1001,345 SOUTH END AVENUE,D6,03170400
1000160120,MN,16,120,101,317.04,1000,200 LIBERTY STREET,O4,03170400
1000160125,MN,16,125,101,13,1000,225 LIBERTY STREET,O4,001300
1000160140,MN,16,140,101,317.03,1001,200 VESEY STREET,O4,03170300
1000160150,MN,16,150,101,317.03,1001,250 VESEY STREET,O4,03170300
1000160160,MN,16,160,101,317.03,1001,MARGINAL STREET,Q8,03170300
1000160180,MN,16,180,101,317.03,2005,20 RIVER TERRACE,D8,03170300
1000160185,MN,16,185,101,317.03,2005,211 NORTH END AVENUE,D8,03170300
1000160195,MN,16,195,101,317.03,2005,325 NORTH END AVENUE,D8,03170300
1000160200,MN,16,200,101,317.03,2000,400 CHAMBERS STREET,D8,03170300
1000160205,MN,16,205,101,317.03,2000,455 NORTH END AVENUE,D8,03170300
1000160210,MN,16,210,101,317.03,1000,399 CHAMBERS STREET,D8,03170300
1000160215,MN,16,215,101,317.03,1000,345 CHAMBERS STREET,W1,03170300
1000160220,MN,16,220,101,317.03,2002,450 NORTH END AVENUE,W1,03170300
1000160221,MN,16,221,101,317.03,2002,201 WARREN STREET,D8,03170300
1000160225,MN,16,225,101,317.03,1000,1 NORTH END AVENUE,O6,03170300
1000160260,MN,16,260,101,317.03,2010,200 WEST STREET,O4,03170300
1000167501,MN,16,7501,101,317.04,2000,377 RECTOR PLACE,RM,03170400
1000167502,MN,16,7502,101,317.04,2000,350 ALBANY STREET,R4,03170400
1000167503,MN,16,7503,101,317.04,3000,250 SOUTH END AVENUE,RM,03170400
1000167504,MN,16,7504,101,317.04,2000,300 ALBANY STREET,RM,03170400
1000167505,MN,16,7505,101,317.04,2003,380 RECTOR PLACE,RM,03170400
1000167506,MN,16,7506,101,317.04,3002,280 RECTOR PLACE,RM,03170400
1000167507,MN,16,7507,101,317.04,2003,300 RECTOR PLACE,RM,03170400
1000167508,MN,16,7508,101,317.04,3002,200 RECTOR PLACE,RM,03170400
1000167509,MN,16,7509,101,317.04,4001,21 SOUTH END AVENUE,RM,03170400
1000167510,MN,16,7510,101,317.04,4000,99 BATTERY PLACE,RM,03170400
1000167511,MN,16,7511,101,317.04,4001,2 SOUTH END AVENUE,RM,03170400
1000167512,MN,16,7512,101,317.03,2010,102 NORTH END AVENUE,RC,03170300
1000167513,MN,16,7513,101,317.04,4006,10 LITTLE WEST STREET,RM,03170400
1000167514,MN,16,7514,101,317.04,4005,30 LITTLE WEST STREET,RM,03170400
1000167515,MN,16,7515,101,317.04,3000,225 RECTOR PLACE,RM,03170400
1000167516,MN,16,7516,101,317.03,2007,1 RIVER TERRACE,RM,03170300
1000167517,MN,16,7517,101,317.04,4000,70 BATTERY PLACE,RM,03170400
1000167518,MN,16,7518,101,317.04,2000,333 RECTOR PLACE,RM,03170400
1000167519,MN,16,7519,101,317.03,2003,300 NORTH END AVENUE,RM,03170300
1000167520,MN,16,7520,101,317.03,2009,200 NORTH END AVENUE,RM,03170300
1000167521,MN,16,7521,101,317.03,2005,212 WARREN STREET,R4,03170300
1000169220,MN,16,9220,101,317.03,2002,CHAMBERS STREET,Z9,03170300
1000170045,MN,17,45,101,13,2004,25 WEST STREET,G1,001300
1000177501,MN,17,7501,101,13,1016,50 WEST STREET,RM,001300
1000177502,MN,17,7502,101,13,1016,33 RECTOR STREET,RM,001300
1000180100,MN,18,100,101,13,2006,56 GREENWICH STREET,G1,001300
1000187501,MN,18,7501,101,13,2003,88 GREENWICH STREET,RM,001300
1000190008,MN,19,8,101,13,2003,65 GREENWICH STREET,Z9,001300
1000190011,MN,19,11,101,13,2002,67 GREENWICH STREET,C7,001300
1000190013,MN,19,13,101,13,2002,42 TRINITY PLACE,V1,001300
1000190018,MN,19,18,101,13,2002,81 GREENWICH STREET,S9,001300
1000200001,MN,20,1,101,13,2009,29 BROADWAY,O4,001300
1000200004,MN,20,4,101,13,2009,39 BROADWAY,O4,001300
1000200009,MN,20,9,101,13,2009,45 BROADWAY,O4,001300
1000200012,MN,20,12,101,13,2009,47 BROADWAY,K4,001300
1000200013,MN,20,13,101,13,2009,49 BROADWAY,K4,001300
1000210001,MN,21,1,101,13,2010,61 BROADWAY,O4,001300
1000210004,MN,21,4,101,13,2010,65 BROADWAY,O4,001300
1000220013,MN,22,13,101,9,1002,26 BROADWAY,O4,000900
1000220024,MN,22,24,101,9,1002,50 BROADWAY,O4,000900
1000220028,MN,22,28,101,9,1002,52 BROADWAY,O6,000900
1000230007,MN,23,7,101,7,1007,1 WALL STREET,D6,000700
1000230019,MN,23,19,101,7,1008,11 WALL STREET,O4,000700
1000230050,MN,23,50,101,7,1008,20 BROAD STREET,D6,000700
1000240001,MN,24,1,101,9,1001,60 BROAD STREET,O4,000900
1000240019,MN,24,19,101,9,1001,44 NEW STREET,O6,000900
1000240029,MN,24,29,101,9,1001,30 BROAD STREET,O4,000900
1000240036,MN,24,36,101,9,1001,50 BROAD STREET,O4,000900
1000247501,MN,24,7501,101,9,1001,40 BROAD STREET,RM,000900
1000250001,MN,25,1,101,9,1000,55 BROAD STREET,O4,000900
1000250007,MN,25,7,101,9,1000,43 BROAD STREET,V1,000900
1000250010,MN,25,10,101,9,1000,41 BROAD STREET,W8,000900
1000250019,MN,25,19,101,9,1000,25 BROAD STREET,D9,000900
1000250027,MN,25,27,101,9,1000,40 EXCHANGE PLACE,O4,000900
1000257501,MN,25,7501,101,9,1000,15 WILLIAM STREET,RM,000900
1000260014,MN,26,14,101,7,1009,37 WALL STREET,D5,000700
1000260021,MN,26,21,101,7,1009,45 WALL STREET,D9,000700
1000267501,MN,26,7501,101,7,1009,15 BROAD STREET,RM,000700
1000277501,MN,27,7501,101,7,1021,55 WALL STREET,RM,000700
1000277502,MN,27,7502,101,7,1022,20 EXCHANGE PLACE,RM,000700
1000280001,MN,28,1,101,7,1023,3 HANOVER SQUARE,D0,000700
1000280005,MN,28,5,101,7,1023,5 HANOVER SQUARE,O4,000700
1000280012,MN,28,12,101,7,1019,76 BEAVER STREET,O4,000700
1000280015,MN,28,15,101,7,1019,80 BEAVER STREET,K4,000700
1000280028,MN,28,28,101,7,1024,BEAVER STREET,Q1,000700
1000287501,MN,28,7501,101,7,1019,82 BEAVER STREET,RM,000700
1000290001,MN,29,1,101,9,1010,85 BROAD STREET,O4,000900
1000290019,MN,29,19,101,9,1011,75 PEARL STREET,Q9,000900
1000290022,MN,29,22,101,9,1011,77 PEARL STREET,K4,000900
1000290023,MN,29,23,101,9,1011,79 PEARL STREET,K4,000900
1000290025,MN,29,25,101,9,1011,83 PEARL STREET,K4,000900
1000290036,MN,29,36,101,9,1006,1 WILLIAM STREET,O3,000900
1000290043,MN,29,43,101,9,1010,9 SOUTH WILLIAM STREET,HB,000900
1000290046,MN,29,46,101,9,1010,15 SOUTH WILLIAM STREET,S3,000900
1000290047,MN,29,47,101,9,1010,17 SOUTH WILLIAM STREET,S9,000900
1000290048,MN,29,48,101,9,1010,19 SOUTH WILLIAM STREET,S3,000900
1000290070,MN,29,70,101,9,1005,75 BROAD STREET,O4,000900
1000290073,MN,29,73,101,9,1005,44 BEAVER STREET,O3,000900
1000290086,MN,29,86,101,9,1005,14 SOUTH WILLIAM STREET,G1,000900
1000297501,MN,29,7501,101,9,1005,48 BEAVER STREET,RM,000900
1000297502,MN,29,7502,101,9,1011,1 HANOVER SQUARE,RK,000900
1000297503,MN,29,7503,101,9,1010,21 SOUTH WILLIAM STREET,RM,000900
1000297504,MN,29,7504,101,9,1011,54 STONE STREET,RM,000900
1000300001,MN,30,1,101,9,1012,2 COENTIES SLIP,S9,000900
1000300004,MN,30,4,101,9,1012,78 PEARL STREET,V1,000900
1000300005,MN,30,5,101,9,1012,80 PEARL STREET,L2,000900
1000300019,MN,30,19,101,9,1012,7 HANOVER SQUARE,O4,000900
1000310001,MN,31,1,101,7,1018,10 HANOVER SQUARE,D6,000700
1000310010,MN,31,10,101,7,1018,126 PEARL STREET,K4,000700
1000310034,MN,31,34,101,7,1018,90 WATER STREET,O6,000700
1000317501,MN,31,7501,101,7,1018,75 WALL STREET,RM,000700
1000327501,MN,32,7501,101,9,1017,55 WATER STREET,RB,000900
1000330001,MN,33,1,101,7,1031,77 WATER STREET,O4,000700
1000330011,MN,33,11,101,7,1025,95 WALL STREET,D5,000700
1000337501,MN,33,7501,101,7,1025,99 WALL STREET,RM,000700
1000340037,MN,34,37,101,7,1033,100 OLD SLIP,P7,000700
1000360012,MN,36,12,101,7,,PIER 9,Y7,000700
1000360018,MN,36,18,101,7,1029,1 PIER 11,T2,000700
1000360025,MN,36,25,101,7,1028,13 SOUTH STREET,T2,000700
1000360030,MN,36,30,101,7,1028,PIER14 SOUTH STREET,T2,000700
1000370001,MN,37,1,101,7,1015,120 WALL STREET,O4,000700
1000370008,MN,37,8,101,7,1015,110 WALL STREET,D7,000700
1000370013,MN,37,13,101,7,1015,129 FRONT STREET,H3,000700
1000380001,MN,38,1,101,7,1016,100 WALL STREET,O4,000700
1000380017,MN,38,17,101,7,1012,88 PINE STREET,O4,000700
1000390001,MN,39,1,101,7,1017,82 WALL STREET,O6,000700
1000390004,MN,39,4,101,7,1017,80 WALL STREET,O6,000700
1000390006,MN,39,6,101,7,1017,160 PEARL STREET,O5,000700
1000390012,MN,39,12,101,7,1005,110 MAIDEN LANE,O4,000700
1000390038,MN,39,38,101,7,1017,126 WATER STREET,H3,000700
1000390040,MN,39,40,101,7,1017,122 WATER STREET,V1,000700
1000390041,MN,39,41,101,7,1017,120 WATER STREET,V1,000700
1000397501,MN,39,7501,101,7,1017,164 PEARL STREET,RM,000700
1000400003,MN,40,3,101,7,1011,60 WALL STREET,O4,000700
1000400014,MN,40,14,101,7,1011,48 WALL STREET,O4,000700
1000400016,MN,40,16,101,7,1011,52 WILLIAM STREET,H3,000700
1000407501,MN,40,7501,101,7,1011,73 PINE STREET,RB,000700
1000410015,MN,41,15,101,7,1003,60 PINE STREET,H5,000700
1000410022,MN,41,22,101,7,1003,56 WILLIAM STREET,M1,000700
1000410024,MN,41,24,101,7,1003,62 WILLIAM STREET,O6,000700
1000417501,MN,41,7501,101,7,1003,50 PINE STREET,RM,000700
1000417502,MN,41,7502,101,7,1003,54 PINE STREET,RM,000700
1000417503,MN,41,7503,101,7,1003,56 PINE STREET,RM,000700
1000417504,MN,41,7504,101,7,1003,66 PINE STREET,RM,000700
1000420001,MN,42,1,101,7,1004,100 MAIDEN LANE,D6,000700
1000420022,MN,42,22,101,7,1004,10 LIBERTY STREET,D8,000700
1000420031,MN,42,31,101,7,1004,80 MAIDEN LANE,O4,000700
1000420036,MN,42,36,101,7,1004,90 MAIDEN LANE,O5,000700
1000430001,MN,43,1,101,7,1010,44 WALL STREET,O4,000700
1000430002,MN,43,2,101,7,1010,40 WALL STREET,O4,000700
1000430005,MN,43,5,101,7,1010,30 WALL STREET,O3,000700
1000430006,MN,43,6,101,7,1010,26 WALL STREET,Z9,000700
1000440001,MN,44,1,101,7,1002,28 LIBERTY STREET,O4,000700
1000447501,MN,44,7501,101,7,1002,18 PINE STREET,RM,000700
1000460001,MN,46,1,101,7,1006,2 WALL STREET,O4,000700
1000460003,MN,46,3,101,7,1006,100 BROADWAY,O4,000700
1000460009,MN,46,9,101,7,1006,14 WALL STREET,O4,000700
1000477501,MN,47,7501,101,7,1001,120 BROADWAY,RB,000700
1000480001,MN,48,1,101,7,1000,140 BROADWAY,O4,000700
1000490001,MN,49,1,101,13,2000,75 BROADWAY,M1,001300
1000490002,MN,49,2,101,13,2000,111 BROADWAY,O4,001300
1000510013,MN,51,13,101,13,2001,86 TRINITY PLACE,O3,001300
1000510014,MN,51,14,101,13,2001,22 THAMES STREET,D8,001300
1000510015,MN,51,15,101,13,2001,90 TRINITY PLACE,W1,001300
1000520001,MN,52,1,101,13,1010,96 TRINITY PLACE,W6,001300
1000520008,MN,52,8,101,13,1010,133 GREENWICH STREET,H2,001300
1000520010,MN,52,10,101,13,1010,137 GREENWICH STREET,D5,001300
1000520015,MN,52,15,101,13,1001,104 TRINITY PLACE,K2,001300
1000520021,MN,52,21,101,13,1001,120 LIBERTY STREET,D7,001300
1000520022,MN,52,22,101,13,1001,141 GREENWICH STREET,Y1,001300
1000520030,MN,52,30,101,13,1001,112 TRINITY PLACE,K4,001300
1000527502,MN,52,7502,101,13,1001,114 LIBERTY STREET,RX,001300
1000530002,MN,53,2,101,13,1014,99 WASHINGTON STREET,H2,001300
1000530003,MN,53,3,101,13,1014,103 WASHINGTON STREET,K4,001300
1000530004,MN,53,4,101,13,1014,105 WASHINGTON STREET,P9,001300
1000530006,MN,53,6,101,13,1014,109 WASHINGTON STREET,C7,001300
1000530012,MN,53,12,101,13,1014,111 WASHINGTON STREET,V1,001300
1000530033,MN,53,33,101,13,1014,110 GREENWICH STREET,D8,001300
1000530035,MN,53,35,101,13,1014,108 GREENWICH STREET,O6,001300
1000530036,MN,53,36,101,13,1014,106 GREENWICH STREET,C7,001300
1000530037,MN,53,37,101,13,1014,102 GREENWICH STREET,H3,001300
1000530038,MN,53,38,101,13,1014,100 GREENWICH STREET,H2,001300
1000530039,MN,53,39,101,13,1014,96 GREENWICH STREET,K4,001300
1000530040,MN,53,40,101,13,1014,94A GREENWICH STREET,K4,001300
1000537501,MN,53,7501,101,13,1015,120 GREENWICH STREET,RM,001300
1000537502,MN,53,7502,101,13,1015,123 WASHINGTON STREET,RM,001300
1000540001,MN,54,1,101,13,1002,130 GREENWICH STREET,O2,001300
1000540030,MN,54,30,101,13,,LIBERTY STREET,Q1,001300
1000540040,MN,54,40,101,13,1002,130 LIBERTY STREET,M1,001300
1000550014,MN,55,14,101,13,1013,71 WEST STREET,D8,001300
1000557501,MN,55,7501,101,13,1013,40 RECTOR STREET,RB,001300
1000560001,MN,56,1,101,13,1004,140 WASHINGTON STREET,H2,001300
1000560004,MN,56,4,101,13,1004,90 WEST STREET,D5,001300
1000560015,MN,56,15,101,13,1003,148 WASHINGTON STREET,Q1,001300
1000560020,MN,56,20,101,13,1003,155 CEDAR STREET,Q1,001300
1000560021,MN,56,21,101,13,1003,97 WEST STREET,Q1,001300
1000580001,MN,58,1,101,13,1000,185 GREENWICH STREET,O4,001300
1000627501,MN,62,7501,101,13,1012,1 LIBERTY PLAZA,RB,001300
1000630001,MN,63,1,101,13,1007,10 CORTLANDT STREET,K4,001300
1000630003,MN,63,3,101,13,1007,22 CORTLANDT STREET,O4,001300
1000630006,MN,63,6,101,13,1007,21 DEY STREET,K3,001300
1000630012,MN,63,12,101,13,1007,5 DEY STREET,O6,001300
1000630013,MN,63,13,101,13,1007,189 BROADWAY,U0,001300
1000630015,MN,63,15,101,13,1007,187 BROADWAY,V1,001300
1000630016,MN,63,16,101,13,1007,183 BROADWAY,D7,001300
1000630017,MN,63,17,101,13,1007,181 BROADWAY,K4,001300
1000630019,MN,63,19,101,13,1007,177 BROADWAY,K2,001300
1000630020,MN,63,20,101,13,1007,175 BROADWAY,K2,001300
1000630021,MN,63,21,101,13,1007,173 BROADWAY,K2,001300
1000640001,MN,64,1,101,15.02,1008,51 NASSAU STREET,H2,00150200
1000640002,MN,64,2,101,15.02,1008,22 MAIDEN LANE,K1,00150200
1000640004,MN,64,4,101,15.02,1008,55 NASSAU STREET,K4,00150200
1000640005,MN,64,5,101,15.02,1008,53 NASSAU STREET,S3,00150200
1000640007,MN,64,7,101,15.02,1008,49 NASSAU STREET,O5,00150200
1000640008,MN,64,8,101,15.02,1008,53 LIBERTY STREET,D4,00150200
1000640009,MN,64,9,101,15.02,1009,59 LIBERTY STREET,O2,00150200
1000640012,MN,64,12,101,15.02,1009,150 BROADWAY,O4,00150200
1000640015,MN,64,15,101,15.02,1009,160 BROADWAY,O6,00150200
1000640024,MN,64,24,101,15.02,1009,16 MAIDEN LANE,S4,00150200
1000640025,MN,64,25,101,15.02,1009,8 LIBERTY PLACE,S4,00150200
1000640106,MN,64,106,101,15.02,,LIBERTY PLACE,V1,00150200
1000647501,MN,64,7501,101,15.02,1009,67 LIBERTY STREET,RM,00150200
1000647502,MN,64,7502,101,15.02,1009,170 BROADWAY,RC,00150200
1000650002,MN,65,2,101,15.02,1001,63 NASSAU STREET,K9,00150200
1000650006,MN,65,6,101,15.02,1001,21 MAIDEN LANE,D6,00150200
1000650007,MN,65,7,101,15.02,1001,15 MAIDEN LANE,O4,00150200
1000650010,MN,65,10,101,15.02,1001,9 MAIDEN LANE,D5,00150200
1000650016,MN,65,16,101,15.02,1001,174 BROADWAY,O6,00150200
1000650017,MN,65,17,101,15.02,1001,176 BROADWAY,D4,00150200
1000650022,MN,65,22,101,15.02,1001,20 JOHN STREET,S3,00150200
1000650024,MN,65,24,101,15.02,1001,24 JOHN STREET,H2,00150200
1000657501,MN,65,7501,101,15.02,1001,65 NASSAU STREET,RM,00150200
1000657502,MN,65,7502,101,15.02,1001,180 BROADWAY,RC,00150200
1000660001,MN,66,1,101,15.02,1007,19 LIBERTY STREET,O3,00150200
1000670001,MN,67,1,101,15.02,1006,59 MAIDEN LANE,O4,00150200
1000670023,MN,67,23,101,15.02,1006,56 NASSAU STREET,O4,00150200
1000670030,MN,67,30,101,15.02,1006,44 JOHN STREET,M1,00150200
1000670031,MN,67,31,101,15.02,1006,48 JOHN STREET,Z9,00150200
1000680007,MN,68,7,101,15.02,1010,83 MAIDEN LANE,O6,00150200
1000680016,MN,68,16,101,15.02,1010,84 WILLIAM STREET,HS,00150200
1000680036,MN,68,36,101,15.02,1005,100 WILLIAM STREET,O4,00150200
1000687501,MN,68,7501,101,15.02,1005,80 JOHN STREET,RM,00150200
1000687502,MN,68,7502,101,15.02,1010,90 WILLIAM STREET,RM,00150200
1000690001,MN,69,1,101,15.02,2007,215 PEARL STREET,H2,00150200
1000690006,MN,69,6,101,15.02,2007,211 PEARL STREET,D8,00150200
1000690018,MN,69,18,101,15.02,2007,2 GOLD STREET,D8,00150200
1000690030,MN,69,30,101,15.02,2007,4 PLATT STREET,H3,00150200
1000690032,MN,69,32,101,15.02,2006,116 JOHN STREET,D7,00150200
1000690050,MN,69,50,101,15.02,2006,102 JOHN STREET,Z9,00150200
1000690051,MN,69,51,101,15.02,2006,104 JOHN STREET,O5,00150200
1000690053,MN,69,53,101,15.02,2006,110 JOHN STREET,O5,00150200
1000697502,MN,69,7502,101,15.02,2006,90 JOHN STREET,RM,00150200
1000700020,MN,70,20,101,15.02,2005,212 PEARL STREET,K5,00150200
1000700032,MN,70,32,101,15.02,2005,180 WATER STREET,D6,00150200
1000700043,MN,70,43,101,15.02,2005,160 WATER STREET,O4,00150200
1000707501,MN,70,7501,101,15.02,2008,125 MAIDEN LANE,RC,00150200
1000710001,MN,71,1,101,15.02,2009,156 FRONT STREET,D7,00150200
1000717501,MN,71,7501,101,15.02,2010,175 WATER STREET,RC,00150200
1000720007,MN,72,7,101,15.02,2015,151 MAIDEN LANE,H2,00150200
1000720012,MN,72,12,101,15.02,2011,161 FRONT STREET,H2,00150200
1000720013,MN,72,13,101,15.02,2011,163 FRONT STREET,L2,00150200
1000720025,MN,72,25,101,15.02,2011,87 SOUTH STREET,K1,00150200
1000720027,MN,72,27,101,15.02,2011,85 SOUTH STREET,D2,00150200
1000720031,MN,72,31,101,15.02,2011,80 SOUTH STREET,O2,00150200
1000727501,MN,72,7501,101,15.02,2011,170 JOHN STREET,RM,00150200
1000730002,MN,73,2,101,15.02,2015,PIER-15 SOUTH STREET,T2,00150200
1000730008,MN,73,8,101,15.02,2014,PIER-16 SOUTH STREET,T2,00150200
1000730010,MN,73,10,101,15.01,3015,95 SOUTH STREET,K6,00150100
1000730011,MN,73,11,101,15.01,3015,95 MARGINAL STREET,Y7,00150100
1000730014,MN,73,14,101,15.02,3000,SOUTH STREET,Y7,00150200
1000730017,MN,73,17,101,,,PIER 19,T2,000000
1000730028,MN,73,28,101,,,MARGINAL STREET,V1,000000
1000730029,MN,73,29,101,,,MARGINAL STREET,Y7,000000
1000740001,MN,74,1,101,15.02,2012,89 SOUTH STREET,K9,00150200
1000740020,MN,74,20,101,15.02,2012,2 FULTON STREET,Z9,00150200
1000747501,MN,74,7501,101,15.02,2004,199 WATER STREET,RC,00150200
1000750001,MN,75,1,101,15.02,2003,127 JOHN STREET,D8,00150200
1000750008,MN,75,8,101,15.02,2003,135 JOHN STREET,K4,00150200
1000750009,MN,75,9,101,15.02,2003,133 JOHN STREET,K2,00150200
1000750021,MN,75,21,101,15.02,2002,40 FULTON STREET,O4,00150200
1000750028,MN,75,28,101,15.02,2002,251 PEARL STREET,G6,00150200
1000750030,MN,75,30,101,15.02,2002,111 JOHN STREET,O4,00150200
1000750035,MN,75,35,101,15.02,2002,248 PEARL STREET,G6,00150200
1000750048,MN,75,48,101,15.02,2002,34 CLIFF STREET,K4,00150200
1000757501,MN,75,7501,101,15.02,2002,46 FULTON STREET,RM,00150200
1000757502,MN,75,7502,101,15.02,2002,28 CLIFF STREET,RM,00150200
1000757503,MN,75,7503,101,15.02,2002,30 CLIFF STREET,RC,00150200
1000760001,MN,76,1,101,15.02,2001,64 FULTON STREET,O6,00150200
1000760006,MN,76,6,101,15.02,2001,56 FULTON STREET,D7,00150200
1000760008,MN,76,8,101,15.02,2001,25 CLIFF STREET,O2,00150200
1000760023,MN,76,23,101,15.02,2000,38 GOLD STREET,Z9,00150200
1000760024,MN,76,24,101,15.02,2000,40 GOLD STREET,D6,00150200
1000760028,MN,76,28,101,15.02,2000,70 FULTON STREET,K4,00150200
1000767501,MN,76,7501,101,15.02,2001,15 CLIFF STREET,RM,00150200
1000767502,MN,76,7502,101,15.02,2001,99 JOHN STREET,RM,00150200
1000770001,MN,77,1,101,15.02,1004,85 JOHN STREET,D7,00150200
1000770008,MN,77,8,101,15.02,1004,110 WILLIAM STREET,O4,00150200
1000770015,MN,77,15,101,15.02,1004,130 WILLIAM STREET,D6,00150200
1000770018,MN,77,18,101,15.02,1004,136 WILLIAM STREET,D9,00150200
1000770024,MN,77,24,101,15.02,1004,82 FULTON STREET,D7,00150200
1000780001,MN,78,1,101,15.02,1003,135 WILLIAM STREET,D7,00150200
1000780011,MN,78,11,101,15.02,1003,55 JOHN STREET,H8,00150200
1000780020,MN,78,20,101,15.02,1003,106 FULTON STREET,H8,00150200
1000780041,MN,78,41,101,15.02,1002,86A NASSAU STREET,K2,00150200
1000780042,MN,78,42,101,15.02,1002,88 NASSAU STREET,O5,00150200
1000780043,MN,78,43,101,15.02,1002,90 NASSAU STREET,D5,00150200
1000780044,MN,78,44,101,15.02,1002,122 FULTON STREET,O5,00150200
1000780045,MN,78,45,101,15.02,1002,120 FULTON STREET,K4,00150200
1000787502,MN,78,7502,101,15.02,1002,41 JOHN STREET,RM,00150200
1000787503,MN,78,7503,101,15.02,1002,80 NASSAU STREET,RM,00150200
1000787504,MN,78,7504,101,15.02,1002,9 DUTCH STREET,RC,00150200
